0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,book_name
0.35636592,-0.45871422,0.14733082,-0.74218065,-1.155385,0.9032763,0.0064713866,0.21751867,-0.197036,-0.79380876,0.33856073,-0.09865667,0.10200562,-0.20471208,0.32436725,0.103216864,0.5511509,-0.2748519,0.51705325,0.38789162,0.40323815,-0.7365185,0.3204205,-0.49083573,0.52919763,0.28471076,0.29012778,0.93770826,1.6090803,0.72100824,-0.18009023,-0.6872714,0.9248531,0.12100609,-0.5542398,0.39172086,-0.62506115,-0.7482987,-0.97133464,0.4425978,0.50378966,0.19474514,-0.58642143,-0.66544604,-0.34083068,-0.00040692277,-0.45610094,-0.15591094,-0.40544802,-0.5582407,History
-0.6621448,0.17481636,0.09565106,-0.30452934,0.64774734,-0.56878334,0.65256375,-0.087264806,-1.1426165,-0.5497828,0.23835595,0.044152983,-0.623129,-0.41963205,0.34864482,-1.6153011,-0.07022035,0.012733017,0.14778662,0.075537376,-0.36543658,0.24766529,0.37508297,0.05608071,0.7342616,-0.048425093,1.3720058,-0.16187654,-1.3258643,-0.13460657,0.2511116,-0.11811768,0.66324615,-0.6802812,0.5356413,0.57983786,-0.22006595,-0.08907216,-0.917667,-0.21649265,0.6618979,0.3547657,0.22740382,-0.83091927,0.5520441,-0.31096813,-0.30339202,0.075623676,1.0296618,-0.07654028,Psychotherapy
-0.5038772,0.6613941,-0.14776784,0.48705098,-0.12968405,0.22670044,0.45983836,-0.8166508,0.23396651,-0.06545974,0.26115093,-0.27162185,0.068641715,-0.3998462,0.82040876,0.31322786,-0.5610915,-0.3493264,-0.5712275,0.035366483,-0.49316993,-0.3870834,1.8541046,-0.94084567,1.2783716,0.7238827,-0.3705135,0.18070276,0.48928183,0.10277163,-0.2151055,0.42015678,0.6274476,-1.1625258,0.82246166,-0.021593023,-0.2774068,-0.22602193,0.14272879,-1.0889887,0.30563438,-0.41057563,-0.88144094,0.25647578,-0.28602454,-0.088258125,0.1454327,0.6748937,0.9955721,-0.6701351,Household Management
-0.25382778,0.44573566,0.25202915,0.7347069,-0.18460926,-0.47894272,0.4066195,-0.2988663,-0.6259911,-0.40532827,0.40550113,-0.39403132,-0.5668548,-0.91927916,0.90701574,-1.0685321,-0.39625078,0.66074145,-0.4854641,0.10478059,-0.35594934,-0.16906038,1.0202348,-0.89271355,0.8515666,0.5150768,0.58211493,-0.031342402,-0.38161275,-0.32075998,0.4979356,-0.3671867,0.24485667,-0.8767215,0.8513814,0.52110964,-0.2597703,-0.16301844,-0.1325378,-0.43712738,0.27154496,0.32811323,-0.45059916,-0.25336087,0.13855505,-0.44667703,0.17364737,0.26302668,1.1630927,-0.4024173,Psychotherapy
-0.58483225,0.6583608,-0.9801081,-1.3761947,-0.018672815,0.5373834,0.08689141,-0.07142406,-0.0030276063,0.1576695,-0.55402076,0.25855058,0.357974,0.17953393,-0.4262145,-0.3598718,0.6336187,-1.0962145,1.6151618,0.0218906,0.7455082,-0.24771178,0.9527014,0.4941176,1.230289,-0.58037376,0.8137362,0.18273804,0.16301796,0.55623764,-0.7425543,0.7241302,1.6842002,-0.032558225,-0.0758094,-0.8888894,-0.4705009,-0.70106506,-0.68245625,0.83420944,0.63611263,-0.7165738,-0.021751024,-0.24654923,0.23767361,0.12924017,-0.3988309,0.36909336,0.35702756,-0.25902385,Music
-0.104984954,0.6288096,0.61149,-0.25468823,-0.31974003,-0.94736695,0.24261236,-0.7227232,-0.086456954,0.30597976,-0.064166084,-0.770263,-0.2827352,0.23519865,0.13469443,0.08298996,0.20628114,0.03640978,0.87804365,0.28169104,-0.31478876,-0.17549002,1.5030622,-0.3603351,1.1582948,0.38851812,0.012651649,-0.38467982,-0.43777257,-0.5800503,-0.89584494,-0.33757138,0.9048133,-0.8650788,0.48181012,-0.39374578,-0.05415271,-0.4798078,0.15247409,-0.8998669,0.04504101,-0.7605031,-0.5050333,-0.46971583,0.33271527,-0.36512607,0.49501568,-0.1905388,-0.37288696,-0.38119182,The Rat Race
-0.433187,0.39698616,-0.93451715,0.0071067708,-0.3960473,0.038166445,0.36857778,-0.4224215,0.46513748,0.010787651,-0.059625834,0.049182672,0.08882004,-0.27032015,0.5590749,0.28635544,-0.17327942,-0.6396648,-0.058994997,-0.35120296,-0.037360143,0.056736644,0.51918167,-0.1903495,0.4839857,0.021435283,-0.107280605,0.018229246,0.6268966,-0.14545168,0.15741386,0.42336407,0.8351426,-0.80182004,1.13355,0.31830105,-0.19296654,0.3247821,-0.28098756,-0.11136304,0.1559111,-0.8063712,-0.52307373,0.7775815,0.2237915,-0.3480236,0.6537004,0.46869835,0.36677158,-0.19669805,Household Management
0.23583132,0.035108518,0.4719008,-0.88360834,-0.5058285,-0.5884897,0.33753768,-0.38268495,-0.3826408,0.33838946,0.14273253,-0.3748214,-0.638849,0.2017584,0.37162653,0.017364083,0.30244675,-0.05858275,1.1884203,0.7658813,0.12194996,-0.30346793,0.32712308,-0.07313756,1.0390478,0.3612696,0.26108453,-0.13045073,-0.73896813,-0.40036395,-0.8088398,-0.8211142,0.74645025,-0.117697805,0.06354763,-0.61968476,-0.32025477,-0.5129911,0.031441916,-0.1976696,-0.09393865,-0.24706985,-0.26612562,-0.81127596,0.20373677,-0.5939742,-0.028546752,-0.16788307,-0.5831637,-0.14315104,The Rat Race
0.05689076,0.4939758,-0.48027477,-0.040325806,0.1699762,0.2028414,0.31102756,-0.16589634,-0.81081253,-0.76233566,0.52368397,-0.0056342157,-0.33780465,-0.8487112,0.73059356,-0.9651828,0.17344543,0.01178136,0.024605544,0.044434126,0.008570698,-0.075202525,0.6612743,-0.6482738,0.6946351,0.024068434,0.9180534,0.48710006,-0.1607755,0.07351719,0.68979096,-0.057608403,0.8767147,-0.48402104,0.5644665,0.8191833,-0.48688567,-0.4250774,-0.55599165,0.4620968,0.41098037,0.5731778,-0.10873892,-0.49214154,0.050005008,-0.27710468,-0.8239995,0.55272555,1.117895,-0.44012168,Psychotherapy
-0.22669592,0.26672992,-0.5643372,-1.0136223,0.6925045,0.38187566,0.35595247,-0.10471482,-0.15937959,-0.059516452,-0.2619033,0.44348595,0.46052325,0.273282,-0.46242633,-0.069386445,0.36849472,-1.2829489,1.0678529,-0.08987468,0.45426193,0.081921615,0.71517634,0.5750364,0.5963287,-0.31314504,0.9092702,0.22399099,-0.6481852,0.40724087,-0.43462572,1.2731786,1.082943,-0.31165144,0.014393533,-0.41722682,0.13109908,-0.24888515,-0.8933392,0.48313108,0.45030734,-0.44891214,0.24639758,0.07213063,0.38829902,0.04717605,-0.5736829,0.23108114,0.048198193,-0.24337128,Music
